comunidad_autonoma,provincia,indicador,anio,valor,variable,unidad
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2018,32.6,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2018,15.4,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2018,89.5,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2018,194.914,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2018,2.4,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2019,45.6,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2019,23.1,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2019,32.7,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2019,15.3,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2019,88.7,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2019,194.737,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2019,2.4,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2020,45.6,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2020,22.9,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2020,33.0,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2020,15.1,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2020,88.6,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2020,194.127,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2020,2.4,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2021,45.8,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2021,23.0,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2021,33.4,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2021,14.9,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2021,88.4,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2021,193.959,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2021,2.4,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2022,45.8,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2022,23.0,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2022,33.5,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2022,14.8,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2022,87.1,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2022,196.629,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2022,2.4,tamano_medio_hogar,personas_por_hogar
Castilla - La Mancha,Cuenca,Edad media de la población,2023,46.0,edad_media,años
Castilla - La Mancha,Cuenca,Porcentaje de población de 65 y más años,2023,23.3,pct_65_mas,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de hogares unipersonales,2023,33.8,pct_hogares_unipersonales,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población menor de 18 años,2023,14.6,pct_menor_18,porcentaje
Castilla - La Mancha,Cuenca,Porcentaje de población española,2023,86.3,pct_poblacion_espanola,porcentaje
Castilla - La Mancha,Cuenca,Población,2023,197.07,poblacion,personas
Castilla - La Mancha,Cuenca,Tamaño medio del hogar,2023,2.4,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2015,44.6,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2015,21.9,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2015,33.6,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2015,15.5,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2015,96.6,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2015,402.775,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2015,2.3,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2016,44.9,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2016,22.1,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2016,33.9,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2016,15.4,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2016,96.8,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2016,398.994,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2016,2.3,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2017,45.2,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2017,22.4,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2017,34.0,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2017,15.4,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2017,96.8,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2017,395.672,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2017,2.3,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2018,45.5,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2018,22.7,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2018,34.6,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2018,15.2,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2018,96.7,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2018,392.043,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2018,2.3,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2019,45.8,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2019,23.0,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2019,35.0,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2019,15.0,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2019,96.5,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2019,389.774,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2019,2.3,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2020,46.1,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2020,23.2,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2020,35.4,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2020,14.8,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2020,96.5,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2020,387.514,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2020,2.3,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2021,46.3,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2021,23.6,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2021,35.9,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2021,14.7,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2021,96.4,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2021,385.8,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2021,2.3,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2022,46.6,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2022,24.0,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2022,36.3,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2022,14.5,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2022,96.1,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2022,385.028,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2022,2.2,tamano_medio_hogar,personas_por_hogar
Extremadura,Cáceres,Edad media de la población,2023,46.8,edad_media,años
Extremadura,Cáceres,Porcentaje de población de 65 y más años,2023,24.5,pct_65_mas,porcentaje
Extremadura,Cáceres,Porcentaje de hogares unipersonales,2023,36.7,pct_hogares_unipersonales,porcentaje
Extremadura,Cáceres,Porcentaje de población menor de 18 años,2023,14.3,pct_menor_18,porcentaje
Extremadura,Cáceres,Porcentaje de población española,2023,95.8,pct_poblacion_espanola,porcentaje
Extremadura,Cáceres,Población,2023,385.214,poblacion,personas
Extremadura,Cáceres,Tamaño medio del hogar,2023,2.2,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2015,40.0,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2015,15.3,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2015,23.7,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2015,19.7,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2015,96.7,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2015,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2016,40.3,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2016,15.6,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2016,23.9,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2016,19.7,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2016,96.7,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2016,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2017,40.7,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2017,16.0,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2017,23.9,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2017,19.6,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2017,96.6,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2017,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2018,41.1,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2018,16.4,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2018,24.2,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2018,19.3,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2018,96.4,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2018,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2019,41.4,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2019,16.8,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2019,24.5,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2019,19.0,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2019,96.0,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2019,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2020,41.8,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2020,17.2,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2020,24.8,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2020,18.7,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2020,95.9,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2020,2.7,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2021,42.2,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2021,17.6,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2021,25.4,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2021,18.4,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2021,95.8,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2021,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2022,42.5,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2022,18.1,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2022,25.7,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2022,18.0,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2022,95.4,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2022,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Cádiz,Edad media de la población,2023,42.9,edad_media,años
Andalucía,Cádiz,Porcentaje de población de 65 y más años,2023,18.6,pct_65_mas,porcentaje
Andalucía,Cádiz,Porcentaje de hogares unipersonales,2023,26.2,pct_hogares_unipersonales,porcentaje
Andalucía,Cádiz,Porcentaje de población menor de 18 años,2023,17.5,pct_menor_18,porcentaje
Andalucía,Cádiz,Porcentaje de población española,2023,95.1,pct_poblacion_espanola,porcentaje
Andalucía,Cádiz,Tamaño medio del hogar,2023,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Córdoba,Edad media de la población,2015,41.7,edad_media,años
Andalucía,Córdoba,Porcentaje de población de 65 y más años,2015,18.2,pct_65_mas,porcentaje
Andalucía,Córdoba,Porcentaje de hogares unipersonales,2015,25.0,pct_hogares_unipersonales,porcentaje
Andalucía,Córdoba,Porcentaje de población menor de 18 años,2015,18.3,pct_menor_18,porcentaje
Andalucía,Córdoba,Porcentaje de población española,2015,97.4,pct_poblacion_espanola,porcentaje
Andalucía,Córdoba,Población,2015,785.592,poblacion,personas
Andalucía,Córdoba,Tamaño medio del hogar,2015,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Córdoba,Edad media de la población,2016,42.0,edad_media,años
Andalucía,Córdoba,Porcentaje de población de 65 y más años,2016,18.4,pct_65_mas,porcentaje
Andalucía,Córdoba,Porcentaje de hogares unipersonales,2016,25.3,pct_hogares_unipersonales,porcentaje
Andalucía,Córdoba,Porcentaje de población menor de 18 años,2016,18.2,pct_menor_18,porcentaje
Andalucía,Córdoba,Porcentaje de población española,2016,97.5,pct_poblacion_espanola,porcentaje
Andalucía,Córdoba,Población,2016,781.61,poblacion,personas
Andalucía,Córdoba,Tamaño medio del hogar,2016,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Córdoba,Edad media de la población,2017,42.3,edad_media,años
Andalucía,Córdoba,Porcentaje de población de 65 y más años,2017,18.7,pct_65_mas,porcentaje
Andalucía,Córdoba,Porcentaje de hogares unipersonales,2017,25.5,pct_hogares_unipersonales,porcentaje
Andalucía,Córdoba,Porcentaje de población menor de 18 años,2017,18.1,pct_menor_18,porcentaje
Andalucía,Córdoba,Porcentaje de población española,2017,97.4,pct_poblacion_espanola,porcentaje
Andalucía,Córdoba,Población,2017,777.841,poblacion,personas
Andalucía,Córdoba,Tamaño medio del hogar,2017,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Córdoba,Edad media de la población,2018,42.7,edad_media,años
Andalucía,Córdoba,Porcentaje de población de 65 y más años,2018,19.0,pct_65_mas,porcentaje
Andalucía,Córdoba,Porcentaje de hogares unipersonales,2018,26.0,pct_hogares_unipersonales,porcentaje
Andalucía,Córdoba,Porcentaje de población menor de 18 años,2018,17.8,pct_menor_18,porcentaje
Andalucía,Córdoba,Porcentaje de población española,2018,97.3,pct_poblacion_espanola,porcentaje
Andalucía,Córdoba,Población,2018,772.346,poblacion,personas
Andalucía,Córdoba,Tamaño medio del hogar,2018,2.6,tamano_medio_hogar,personas_por_hogar
Andalucía,Córdoba,Edad media de la población,2019,43.0,edad_media,años
Andalucía,Córdoba,Porcentaje de población de 65 y más años,2019,19.3,pct_65_mas,porcentaje
Andalucía,Córdoba,Porcentaje de hogares unipersonales,2019,26.2,pct_hogares_unipersonales,porcentaje
